38-39	36-37	34-35	32-33	30-31	28-29	26-27	24-25	Error	Total
0	0	0	0	17	207	450	94	0	768
0	0	0	0	18	211	447	92	0	768
0	0	0	0	6	186	466	110	0	768
0	0	0	0	14	181	482	91	0	768
0	0	0	0	15	176	422	155	0	768
0	0	0	0	27	201	439	101	0	768
0	0	0	0	15	206	447	100	0	768
0	0	0	0	17	305	427	19	0	768
0	0	0	0	12	255	454	47	0	768
0	0	0	0	14	232	475	47	0	768
0	0	0	0	16	164	479	109	0	768
0	0	0	0	5	144	484	135	0	768
0	0	0	0	6	156	542	64	0	768
0	0	0	0	9	137	501	121	0	768
0	0	0	0	16	189	501	62	0	768
0	0	0	0	8	155	484	121	0	768
0	0	0	0	6	139	473	150	0	768
0	0	0	0	3	133	460	172	0	768
0	0	0	0	12	136	505	115	0	768
0	0	0	0	8	136	479	145	0	768
0	0	0	0	11	156	513	88	0	768
0	0	0	0	13	158	498	99	0	768
0	0	0	0	9	183	491	85	0	768
0	0	0	0	19	194	495	60	0	768
0	0	0	0	15	279	432	42	0	768
0	0	0	0	14	178	474	102	0	768
0	0	0	0	7	115	510	136	0	768
0	0	0	0	6	92	554	116	0	768
0	0	0	0	3	97	540	128	0	768
0	0	0	0	4	82	550	132	0	768
0	0	0	0	9	139	514	106	0	768
0	0	0	0	8	124	513	123	0	768
0	0	0	0	11	143	523	91	0	768
0	0	0	0	9	135	523	101	0	768
0	0	0	0	7	137	515	109	0	768
0	0	0	0	6	111	515	136	0	768
0	0	0	0	8	111	501	148	0	768
0	0	0	0	1	117	528	122	0	768
0	0	0	0	5	118	535	110	0	768
0	0	0	0	10	160	478	120	0	768
0	0	0	0	14	172	473	109	0	768
0	0	0	0	8	146	527	87	0	768
0	0	0	0	5	144	516	103	0	768
0	0	0	0	6	124	495	143	0	768
0	0	0	0	6	119	507	136	0	768
0	0	0	0	3	106	540	119	0	768
0	0	0	0	1	127	507	133	0	768
0	0	0	0	2	86	490	190	0	768
0	0	0	0	4	99	510	155	0	768
0	0	0	0	6	109	481	172	0	768
0	0	0	0	1	89	455	223	0	768
0	0	0	0	3	113	458	194	0	768
0	0	0	0	4	85	461	218	0	768
0	0	0	0	3	92	497	176	0	768
0	0	0	0	7	102	522	137	0	768
0	0	0	0	3	120	508	137	0	768
0	0	0	0	2	131	514	121	0	768
0	0	0	0	4	142	517	105	0	768
0	0	0	0	4	138	483	143	0	768
0	0	0	0	2	143	508	115	0	768
0	0	0	0	3	154	486	125	0	768
0	0	0	0	7	122	484	155	0	768
0	0	0	0	30	186	398	154	0	768
0	0	0	0	6	130	464	168	0	768
0	0	0	0	0	90	446	232	0	768
0	0	0	0	4	89	448	227	0	768
0	0	0	0	2	95	513	158	0	768
0	0	0	0	0	96	513	159	0	768
0	0	0	0	3	106	496	163	0	768
0	0	0	0	3	97	508	160	0	768
0	0	0	0	3	83	489	193	0	768
0	0	0	0	12	125	496	135	0	768
0	0	0	0	13	124	473	158	0	768
0	0	0	0	11	130	479	148	0	768
0	0	0	0	9	128	501	130	0	768
0	0	0	0	9	124	498	137	0	768
0	0	0	0	4	106	531	127	0	768
0	0	0	0	8	91	468	201	0	768
0	0	0	0	6	93	465	204	0	768
0	0	0	0	4	99	497	168	0	768
0	0	0	0	6	94	507	161	0	768
0	0	0	0	8	98	517	145	0	768
0	0	0	0	6	98	509	155	0	768
0	0	0	0	3	104	514	147	0	768
